First name,Name,Citation,SDG
A,Guiffrida,"NWANKPA, J., ROUMANI, Y., BRANDYBERRY, A., SHANKER, M., GUIFFRIDA, A. (2013). Understanding the link between ERP systems and ERP-enabled Adoption. <i>Information Resources Management Journal</i>, <i>26</i> (4), 18-39.",
A,Gupta,"EVANS, C., DOLATSARA, H., CHEN, Y., GUPTA, A., MEGAHED, F. (2020). A two-stage machine learning framework to predict heart transplantation survival probabilities over time with a monotonic probability constraint. <i>Decision Support Systems</i>, <i>137</i>, 113363. doi:10.1016/j.dss.2020.113363.",Good Health and Well-Being
A,Holtel,"HOLTEL, A., PADDOCK, C., REITER, F., HAVELKA, D. (2017). A Business Multi-Case Study of Change Management in Software Implementation. <i>EDSIG Conference</i>, Austin.",
A,LEBLANC,"HEALES, K., GEHMAN, J., LEBLANC, A., WONG, C., BATEMAN, J., RIJEB, Z. (2021). Meuwly's: Scaling sustainability in a start-up. <i>Ivey Publishing</i>.","Decent Work and Economic Growth, Responsible Consumption and Production, Sustainable Cities and Communities"
A,Lederer,"BENAMATI, J., LEDERER, A. (1998). Coping with Rapid Change in Information Technology. <i>1998 Association for Computing Machinery Special Interest Group on Computer Personnel Research Conference</i>.",
A,Lederer,"BENAMATI, J., LEDERER, A. (1998). Nine IT Management Problems Due to Rapid IT Change. <i>Fourth Americas Conference on Information Systems</i>.",
A,Lederer,"BENAMATI, J., LEDERER, A. (1999). An Empirical Study of IT Management and Rapid IT Change. <i>Association for Computing Machinery Special Interest Group on Computer Personnel Research Conference</i>.",
A,Lederer,"BENAMATI, J., LEDERER, A. (1999). The Effect of Emerging IT Groups on Coping with Rapid IT Change. <i>the Fifth Americas Conference on Information Systems</i>.",
A,Lederer,"BENAMATI, J., LEDERER, A. (2000). Differences in Public Web Sites: The Current State of Large U.S. Firms. <i>Journal of Electronic Commerce Research</i>, <i>1</i> (3).",
A,Lederer,"BENAMATI, J., LEDERER, A. (2000). Rapid Change: Nine IT Management Challenges. <i>Information Systems and Operations Research</i>, <i>38</i> (4), 336-358.",
A,Lederer,"BENAMATI, J., LEDERER, A. (2000). The Emerging IT Group and Rapid IT Change. <i>2000 Association for Computing Machinery Special Interest Group on Computer Personnel Research Conference</i>.",
A,Lederer,"BENAMATI, J., LEDERER, A. (2001). How IT Organizations Handle Rapid IT Change: Five Coping Mechanisms. <i>Information Technology and Management</i>, <i>2</i> (1), 95-112.",
A,Lederer,"BENAMATI, J., LEDERER, A. (2001). Rapid Information Technology Change, Coping Mechanisms, and the Emerging Technologies Group. <i>Journal of Management Information Systems</i>, <i>17</i> (4), 183-202.",
A,Lederer,"BENAMATI, J., LEDERER, A. (2001). The Effect of Rapid IT Change on the Demand for Training. <i>Journal of Economics, Race, and Policy</i>.",
A,Lederer,"BENAMATI, J., LEDERER, A. (2001). Toward a Strategy for Coping with Rapid Information Technology Change. <i>Communications of the ACM</i>, <i>44</i> (8), 83-88.",
A,Lederer,"BENAMATI, J., LEDERER, A., SINGH, M. (1997). Changing Information Technology and Information Technology Management. <i>Information & Management</i>, <i>31</i>, 257-288.",
A,Lederer,"BENAMATI, J., LEDERER, A., SINGH, M. (1997). The Problems of Rapid Information Technology Change. <i>Association for Computing Machinery Special Interest Group on Computer Personnel Research Conference</i>.",
A,Lederer,"BENAMATI, J., LEDERER, A., SINGH, M. (1998). How to Cope with Rapidly Changing Information Technology. <i>International Journal of Health, Wellness, and Society</i>, <i>14</i> (2), 44-48.",
A,Lederer,"BENAMATI, J., LEDERER, A., SINGH, M. (1998). Information Technology Change: The Impact on IT Management. <i>Journal of Computer Information Systems</i>, <i>38</i> (4), 9-13.",
A,Lederer,"BUSH, M., LEDERER, A., LI, X., PALMISANO, J., RAO, S. (2009). The Alignment of Information Systems with Organizational Objectives and Strategies in Health Care. <i>International Journal of Medical Informatics</i>, <i>78</i> (7), 446-456.",
A,Lederer,"FANG, X., LEDERER, A., BENAMATI, J. (2016). The Influence of National Culture on IT Development, Implementation, and Support Challenges in China and the U.S.. <i>Journal of Global Information Technology Management</i>, <i>19</i> (1), 26-43.",
A,Lederer,"LEDERER, A., BENAMATI, J. (. (2001). What's New?  The Challenges of Emerging Technologies. <i>Idea Group Publishing</i>.",
A,Lederer,"LEDERER, A., BENAMATI, J. (1998). What's New?  The Challenges of Emerging Technologies. <i>Journal of Database Management</i>, <i>9,1</i>, 33-34.",
A,Lindgreen,"LINDGREEN, A., DI BENEDETTO, C., DE RUYTER, K., ELLRAM, L., GRÖNOOS, C. (2021). Becoming a business-to-business marketing scholar. <i>Edgar Elgin Publishing</i>.",
A,Maltz,"ASHENBAUM, B., MALTZ, A., ELLRAM, L., BARATT, M. (2009). Organizational Alignment and Supply Chain Governance Structure Introduction and Construct Validation. <i>The International Journal of Logistics Management</i>.",
A,Mehdizadeh,"HU, Q., CAI, M., MOHABBATI-KALEJAHI, N., MEHDIZADEH, A., ALAMDAR, Y. (2020). A review of data analytic applications in road traffic safety. Part 2: prescriptive modeling.. <i>Sensors</i>, <i>20</i> (4).",
A,Nair,"NAIR, A., JONES-FARMER, L., SWAMIDASS, P. (2010). Modeling the Reciprocal and Longitudinal Effect of Return on Sales and R&D Intensity During Economic Cycles: 1997-2003 Emerges as an R&D-Propelled Cycle. <i>International Journal of Technology Management</i>, <i>49</i>, 2-24.",
A,Negahban,"ANSARI, M., NEGAHBAN, A., MEGAHED, F., SMITH, J. (2014). HistoRIA: A New Tool for Simulation Input Analysis. <i>Proceedings of the 2014 Winter Simulation Conference</i>.",
A,Negahban,"YAZDI, M., NEGAHBAN, A., MEGAHED, F., CAVUOTO, L. (2018). An Integer Programming Approach to Optimize Typing Method and Design of Touchscreen Keyboards on Smartphones. <i>International Journal of Human-Computer Interaction</i>.",
A,Oztekin,"DAG, A., MEGAHED, F., OZTEKIN, A., CHEN, Y., YUCEL, A. (2014). A Hybrid Data Analytical Approach to Predict Heart Transplant Success.",
A,Oztekin,"DAG, A., OZTEKIN, A., YUCEL, A., BULUR, S., MEGAHED, F. (2017). A Data-driven Approach to Modeling Physical Fatigue in the Workplace using Wearable Sensors. <i>Decision Support Systems</i>, <i>94</i>, 42-52.",
A,Oztekin,"DAG, A., TOPUZ, M., OZTEKIN, A., MEGAHED, F. (2016). A probabilistic data-driven framework for scoring the preoperative recipient-donor heart transplant survival. <i>Decision Support Systems</i>, <i>86</i>, 1-12.",
A,Puckett,"MOSER, W., NEWBERRY, K., PUCKETT, A. (2011). Bank debt covenants and firms' responses to FAS 150 liability recognition:  evidence from trust preferred stock. <i>Review of Accounting Studies</i>, <i>16</i> (2), 355-376.",
A,Puckett,"MOSER, W., PUCKETT, A. (2009). Institutional Ownership and the Dividend Tax Penalty. <i>Journal of the American Taxation Association</i>, <i>31</i> (1), 1-23.",
A,QUINATNAR,"LOVANH, N., RYSZ, M., QUINATNAR, A., LOUGHRIN, J., MAHMOOD, R. (2014). Effect of Heat Fluxes on Ammonia Emission from Swine Waste Lagoon Based on Neural Network Analyses. <i>Journal of Environmental Science and Technology</i>, <i>7</i> (1). doi:10.3923/jest.2014.16.29.",NONE
A,Raj,"RAJ, A., THIRUGNANASAMBANDAM, S., SANDERS, T., SRIDHAR, S., GORDON, S. (2016). Proportional Hazard Model of Doped Low Creep Lead Free Solder Paste under Thermal Shock. <i>Proceedings of the IEEE ITHERM Conference</i>.",
A,Raj,"THIRUGNANASAMBANDAM, S., RAJ, A., SANDERS, T., SRIDHAR, S., GORDON, S. (2016). Proportional Hazard Model of Doped Low Creep Lead Free Solder Paste under Vibration. <i>Proceedings of the IEEE ITHERM Conference</i>.",
A,Ramaswami,"RODE, J., ARTHAUD-DAY, M., RAMASWAMI, A., HOWE, S. (2017). A Time Lagged Study of Emotional Intelligence and Salary. <i>Journal of Vocational Behavior</i>, <i>101</i>, 77-89.",
A,Roberts,"BOWBLIS, J., ROBERTS, A. (2017). Who Hires Social Workers? Structural and Contextual Determinants of Social Service Staff in Nursing Homes. <i>Health & Social Work</i>, <i>42</i> (1), 15-23.",
A,Roberts,"ROBERTS, A., BOWBLIS, J. (2018). How Does Rurality Influence the Staffing of Social Service Departments in Nursing Homes? <i>The Gerontologist</i>, <i>58</i> (3), 540-545.",
A,Schuh,"ZHANG, M., PENG, Y., SCHUH, A., MEGAHED, F., WOODALL, W. (2013). Geometric Charts with Estimated Control Limits. <i>Quality and Reliability Engineering International</i>, <i>29</i> (2), 203-209.",
A,Vassallo,"BOWBLIS, J., VASSALLO, A. (2014). The Effect of Closure on Quality: The Case of Rural Nursing  Homes. <i>Journal of Competition Law and Economics</i>, <i>10</i> (4), 909-931.",
A,Wilson,"WILSON, A., HEITGER, D. (2001). Accounting for Hedges of Foreign Currency Exposures. <i>Ohio CPA Journal</i>, <i>10</i> (1), 33-37.",
A,Wilson,"WILSON, A., HEITGER, D. (2001). Running the Annual Tests for Impairment of Acquisition Goodwill. <i>Mergers & Acquisitions</i>, <i>36</i> (11), 38-40.",
A,Wilson,"WILSON, A., HEITGER, D. (2002). Financial Statement Impact of New Accounting for Business Combinations and Intangible Assets. <i>Ohio CPA Journal</i>, <i>61</i> (1), 52-54.",
A,Wilson,"WILSON, A., HEITGER, D. (2002). Hedge of Forecasted Foreign-Currency-Denominated Transactions. <i>Ohio CPA Journal</i>, <i>61</i> (2), 57-58.",
A,Yucel,"DAG, A., MEGAHED, F., OZTEKIN, A., CHEN, Y., YUCEL, A. (2014). A Hybrid Data Analytical Approach to Predict Heart Transplant Success.",
A,Yucel,"DAG, A., OZTEKIN, A., YUCEL, A., BULUR, S., MEGAHED, F. (2017). A Data-driven Approach to Modeling Physical Fatigue in the Workplace using Wearable Sensors. <i>Decision Support Systems</i>, <i>94</i>, 42-52.",
A W.,Mackelprang,"MACKELPRANG, A. W., BERNARDES, E., BURKE, G.  J., WELTER, C. (2017). Supplier Innovation Strategy and Performance: A Matter of Supply Chain Market Positioning. <i>Decision Sciences</i>.",
A.,Baghdadi,"BAGHDADI, A., MAMAN, Z., LU, L., CAVUOTO, L., MEGAHED, F. (2017). Effects of Task Type, Task Duration, and Age on Body Kinematics and Subjective Fatigue. <i>International Conference on Sustainability in the Supply Chain</i>.",
A.,Baghdadi,"BAGHDADI, A., MEGAHED, F., ESFAHANI, E., CAVUOTO, L. (2018). A Machine Learning Approach to Detect Changes in Gait Parameters following a Fatiguing Occupational Task. <i>Ergonomics</i>.",
A.,Bailey,"SUTTER, C., WEBB, J., KISTRUCK, G., BAILEY, A. (2013). Entrepreneurs' responses to semi-formal illegitimate institutional arrangements. <i>Journal of Business Venturing</i>, <i>28</i> (6), 743-758.",
A.,Bedeian,"WESOLOWSKI, M., MOSSHOLDER, K., BEDEIAN, A., NIEBUHR, R. (1994). Dyadic duration and the performance-satisfaction relationship: A contextual perspective. <i>Journal of Applied Social Psychology</i>, <i>24</i>, 1251-1269.",
A.,Brandyberry,"BRANDYBERRY, A., FAY, B., NWANKPA, J., ROUMANI, Y. (2009). Exploring the Impact of Tangible Extrinsic Rewards on the Initial Trial of a Technology.",
A.,Cannella,"CANNELLA, A., HOLCOMB, T. (2005). A multi-level analysis of the upper-echelons model. <i>Research in multi-level issues: multi-level issues in strategy and methods</i>.",
A.,Cannella,"CANNELLA, A., HOLCOMB, T. (2005). A multi-level analysis of the upper-echelons model: Planting seeds for future research. <i>Research in multi-level issues: multi-level issues in strategy and methods</i>, <i>4</i>, pp. 263-273.",
A.,Cannella,"DEVERS, C., HOLCOMB, T., HOLMES, R., CANNELLA, A. (2006). Inside the black box: The contrasting effects of TMT long-term incentives on interest alignment.",
A.,Cannella,"STEINBACH, A., HOLCOMB, T., DEVERS, C., CANNELLA, A., HOLMES, R. (2017). Top management team incentive heterogeneity, strategic investment behavior, and performance: A contingency theory of interest alignment. <i>Strategic Management Journal</i>, <i>38</i> (8), 1701-1720.",
A.,Chakraboty,"SIRIWARDANE, H., CHAKRABOTY, A. (2013). Identification of Positive Deviance - Methodology Development. <i>Proceedings of the International Conference on Managing the Asian Century</i>.",
A.,Chatfield,"BRAVOCO, R., YADAV, S. B., CHATFIELD, A., RAJKUMAR, T. M. (1985). Systems Engineering Methods to Improve Manufacturing and Productivity. <i>Proc. Decision Sciences Institute Conference</i>.",
A.,Chen,"CHEN, A., LEE, Y. '. (2007). Technology Diffusion in Health Care: A Study of Computerized Physician Order Entry Systems. <i>The 5th Big XII IS Research Symposium, University of Kansas</i>.",
A.,Chen,"CHEN, A., LEE, Y. '. (2008). Healthcare Information Technology Adoption and Protection Motivation: A Study of Computerized Physician Order Entry Systems. <i>Proceedings of the Americas Conference on Information Systems (AMCIS)</i>.",
A.,Chen,"CHEN, A., LEE, Y., HWANG, Y. (2018). Managing Online Wait: Designing Effective Waiting Screens across Cultures. <i>Information & Management</i>, <i>55</i> (5), 558-575.",
A.,Chen,"LEE, Y. '., CHEN, A. (2012). Usability Design and Psychological Ownership of a Virtual World. <i>Journal of Management Information Systems</i>, <i>28</i> (3), 269-307.",
A.,Chen,"LEE, Y. '., CHEN, A. (2017). Designing Interfaces to Induce Choice Closure: Why and How. <i>Proceedings of the International Conference on Information Systems (ICIS)</i>.",
A.,Chen,"LEE, Y. '., CHEN, A. (2017). The Effects of Progress Cues, Color, and Gender on Online Wait.",
A.,Chen,"LEE, Y. '., CHEN, A., HESS, T. (2017). The Online Waiting Experience: Using Temporal Information and Distractors to Make Online Waits Feel Shorter. <i>Journal of the Association for Information Systems</i>, <i>18</i> (3), 231-263.",
A.,Chen,"LEE, Y. '., CHEN, A., ILLE, V. (2012). Can Online Wait Be Managed? The Effect of Filler Interfaces and Presentation Modes on Perceived Waiting Time Online. <i>MIS Quarterly</i>, <i>36</i> (2), 365-394.",
A.,Chen,"LEE, Y. '., ELLIS, M., CHEN, A. (2009). Designing Preferable Virtual Worlds: An Analogy of Space. <i>Proceedings of the Americas Conference on Information Systems (AMCIS)</i>.",
A.,Chen,"LIU, Y., LEE, Y. '., CHEN, A. (2011). Evaluating the Effects of Task-Individual-Technology Fit in Multi-DSS models Context: A Two-phase View. <i>Decision Support Systems</i>, <i>50</i> (3), 688-700.",
A.,Chen,"LIU, Y., LEE, Y. '., CHEN, A. (2011). Evaluating the Effects of Task-Individual-Technology Fit in Multi-DSS models Context: A Two-phase View. <i>Decision Support Systems</i>, <i>50</i> (3), 688-700.",
A.,Chen,"LIU, Y., LEE, Y. '., CHEN, A. (2013). Information Technology and Firm Profitability in Network Environments. <i>Proceedings of the Americas Conference on Information Systems (AMCIS)</i>.",
A.,Dag,"DAG, A., MEGAHED, F., OZTEKIN, A., CHEN, Y., YUCEL, A. (2014). A Hybrid Data Analytical Approach to Predict Heart Transplant Success.",
A.,Dag,"DAG, A., OZTEKIN, A., YUCEL, A., BULUR, S., MEGAHED, F. (2017). A Data-driven Approach to Modeling Physical Fatigue in the Workplace using Wearable Sensors. <i>Decision Support Systems</i>, <i>94</i>, 42-52.",
A.,Dag,"DAG, A., TOPUZ, M., OZTEKIN, A., MEGAHED, F. (2016). A probabilistic data-driven framework for scoring the preoperative recipient-donor heart transplant survival. <i>Decision Support Systems</i>, <i>86</i>, 1-12.",
A.,Hill,"ZHANG, W., HUANG, X., HILL, A. (2010). A Research Framework for Complementary Use of Partial Least Squares in Structural Equation Modeling. <i>Academy of Management Conference</i>.",
A.,Holtel,"HOLTEL, A., PADDOCK, C., REITER, F., RILEY, D., HAVELKA, D. (2017). A Business Multi Case Study of Change Management in Software Implementation. <i>EDSIG Conference</i>.",
A.,Kaufmann,"CARTER, C., ELLRAM, L., KAUFMANN, A., ZHAO, X., CALLARMAN, T. (2014). Looking Back and Moving Forward: 50 years of the Journal of Supply Chain Management,. <i>Journal of Supply Chain Management</i>, <i>50</i> (1), 1-7.",
A.,Matuszak,"CAIN, J., LEVORCHICK, M., MATUSZAK, A., POHLMAN, A., HAVELKA, D. (2014). eLoanDocs: Riding the Waves of Technology Without Wiping Out. <i>Communications of the Association for Information Systems</i>.",
A.,Mehra,"MEHRA, A., SMITH, B., DIXON, B., ROBERTSON, B. (2006). Distributed leadership in teams: The network of leadership perceptions and team performance. <i>Leadership Quarterly</i>.",
A.,Pohlman,"CAIN, J., LEVORCHICK, M., MATUSZAK, A., POHLMAN, A., HAVELKA, D. (2014). eLoanDocs: Riding the Waves of Technology Without Wiping Out. <i>Communications of the Association for Information Systems</i>.",
